SalePrice,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,TotalArea,AreaPerRoom,GarageCars
156000,5,1965,1073,1073,2146,178.83333333333334,2
175000,5,1971,1484,1484,2968,212.0,2
160000,5,1900,954,2414,3368,241.4,2
86000,4,1970,630,630,1260,210.0,1
115000,5,1976,264,1304,1568,326.0,1
133000,6,1941,806,1578,2384,315.6,1
172785,6,2006,728,1456,2184,182.0,2
155000,5,1960,1269,1269,2538,211.5,1
91300,5,1938,190,886,1076,221.5,1
34900,4,1920,720,720,1440,180.0,0
430000,8,1992,3200,3228,6428,322.8,2
184000,7,1925,1026,1820,2846,227.5,1
130000,5,1967,864,899,1763,179.8,1
120000,5,1958,912,912,1824,182.4,1
113000,6,1973,672,1218,1890,174.0,1
226700,7,2005,866,1768,2634,252.57142857142858,2
140000,5,1965,1214,1214,2428,202.33333333333334,2
289000,7,1959,1501,1801,3302,300.1666666666667,2
147000,6,1974,855,1322,2177,220.33333333333334,2
124500,5,1952,960,1960,2920,196.0,2
215000,8,1993,777,1911,2688,238.875,2
208300,6,2009,1218,1218,2436,304.5,2
161000,7,1928,689,1378,2067,196.85714285714286,2
124500,5,1959,1041,1041,2082,173.5,1
164900,5,1951,1008,1363,2371,227.16666666666666,1
202665,7,2005,1368,1368,2736,228.0,2
129900,5,1958,864,864,1728,172.8,2
134000,6,1983,1084,1080,2164,216.0,2
96500,5,1926,768,789,1557,157.8,1
402861,10,2009,2006,2020,4026,224.44444444444446,3
158000,6,1972,689,2119,2808,302.7142857142857,2
265000,7,1996,1264,2344,3608,334.85714285714283,3
211000,6,1998,794,1796,2590,256.57142857142856,2
234000,7,1926,1276,2080,3356,231.11111111111111,1
106250,4,1900,0,1294,1294,184.85714285714286,0
150000,6,1957,1244,1244,2488,207.33333333333334,1
159000,6,1947,1004,1664,2668,237.71428571428572,2
184750,10,2007,3138,4676,7814,425.09090909090907,3
315750,7,1996,1379,2398,3777,299.75,3
176000,7,2005,1257,1266,2523,211.0,2
132000,5,1956,928,928,1856,232.0,1
446261,9,2008,1452,2713,4165,246.63636363636363,3
86000,4,1920,528,605,1133,121.0,0
200624,6,1957,2035,2515,4550,279.44444444444446,2
175000,6,1988,1461,1509,2970,301.8,2
128000,6,1920,611,1362,1973,227.0,2
107500,5,1955,0,827,827,165.4,1
39300,1,1946,0,334,334,167.0,0
178000,8,2004,707,1414,2121,235.66666666666666,2
107500,5,1910,1117,1347,2464,269.4,0
188000,7,1998,880,1724,2604,215.5,2
111250,4,1972,864,864,1728,172.8,2
158000,5,1968,1051,1159,2210,165.57142857142858,1
272000,8,2001,1581,1601,3182,266.8333333333333,2
315000,9,2006,1838,1838,3676,229.75,3
248000,8,2000,969,2285,3254,285.625,3
213250,7,1998,1650,1680,3330,240.0,2
133000,7,1998,723,767,1490,191.75,1
179665,7,2006,654,1496,2150,213.71428571428572,2
229000,7,1988,1204,2183,3387,242.55555555555554,3
210000,6,1923,1065,1635,2700,272.5,2
129500,5,1970,768,768,1536,153.6,2
125000,5,1955,825,825,1650,206.25,2
263000,7,2003,912,2094,3006,261.75,2
140000,6,1977,1069,1069,2138,267.25,2
112500,5,1957,928,928,1856,185.6,1
255500,8,2006,1709,1717,3426,245.28571428571428,3
108000,4,1949,0,1126,1126,225.2,2
284000,7,2003,998,2046,3044,255.75,3
113000,5,1922,993,1048,2041,209.6,1
141000,5,1957,1092,1092,2184,182.0,1
108000,4,1920,637,1336,1973,190.85714285714286,1
175000,7,1996,729,1446,2175,241.0,2
234000,7,2003,1374,1557,2931,222.42857142857142,2
121500,5,1957,1392,1392,2784,278.4,2
170000,5,1974,1389,1389,2778,231.5,2
108000,5,1940,996,996,1992,166.0,0
185000,6,1918,1163,1674,2837,209.25,2
268000,7,1992,1095,2295,3390,255.0,2
128000,6,1915,806,1647,2453,274.5,1
325000,9,2005,1122,2504,3626,227.63636363636363,3
214000,7,2004,1517,1535,3052,219.28571428571428,2
316600,8,1983,1496,2132,3628,426.4,2
135960,5,1979,943,943,1886,235.75,2
142600,5,1965,1728,1728,3456,172.8,2
120000,6,1959,864,864,1728,216.0,1
224500,7,2009,846,1692,2538,282.0,2
170000,7,2000,384,1430,1814,178.75,2
139000,5,1971,372,1109,1481,221.8,1
118500,5,1947,832,1216,2048,202.66666666666666,1
145000,7,1928,861,1477,2338,246.16666666666666,1
164500,5,1966,1164,1320,2484,220.0,2
146000,7,2007,689,1392,2081,278.4,2
131500,5,1954,1050,1795,2845,256.42857142857144,1
181900,6,1960,1144,1429,2573,204.14285714285714,2
253293,8,2008,2042,2042,4084,255.25,3
118500,6,1990,816,816,1632,163.2,0
325000,10,1893,1237,2775,4012,308.3333333333333,2
133000,4,1935,884,1573,2457,262.1666666666667,1
369900,8,2005,1868,2028,3896,289.7142857142857,3
130000,6,1918,816,838,1654,167.6,1
137000,5,1982,840,860,1700,215.0,2
143000,5,1968,1437,1473,2910,294.6,1
79500,5,1930,742,935,1677,233.75,1
185900,7,2004,770,1582,2352,263.6666666666667,2
451950,10,2008,1722,2296,4018,229.6,3
138000,5,1982,816,816,1632,204.0,2
140000,6,2003,848,848,1696,212.0,2
110000,5,1975,924,924,1848,184.8,1
319000,8,2005,1814,1826,3640,260.85714285714283,3
114504,6,1910,684,1368,2052,195.42857142857142,1
194201,7,2006,1258,1402,2660,200.28571428571428,3
217500,5,1977,1430,1647,3077,235.28571428571428,2
151000,6,1980,716,1556,2272,259.3333333333333,2
275000,8,2005,1058,1904,2962,238.0,2
141000,6,1937,780,1375,2155,229.16666666666666,1
220000,8,1992,908,1915,2823,239.375,2
151000,7,2004,600,1200,1800,300.0,2
221000,7,2002,1494,1494,2988,249.0,2
205000,7,1965,768,1986,2754,283.7142857142857,2
152000,5,1996,1040,1040,2080,173.33333333333334,2
225000,5,1948,896,2008,2904,251.0,1
359100,8,1934,965,3194,4159,319.4,2
118500,4,1961,1029,1029,2058,205.8,1
313000,9,2000,1440,2153,3593,269.125,3
148000,6,1978,1032,1032,2064,172.0,2
261500,8,2001,1299,1872,3171,267.42857142857144,2
147000,5,2007,1120,1120,2240,186.66666666666666,0
75500,4,1972,630,630,1260,210.0,0
137500,6,1963,936,1054,1990,175.66666666666666,2
183200,6,2002,783,1509,2292,215.57142857142858,2
105500,6,1954,832,832,1664,208.0,2
314813,9,2007,1822,1828,3650,203.11111111111111,3
305000,8,2003,1482,2262,3744,226.2,3
67000,3,1914,864,864,1728,172.8,0
240000,6,1974,1522,2614,4136,290.44444444444446,2
135000,5,1977,980,980,1960,163.33333333333334,2
168500,6,2000,756,1512,2268,378.0,2
165150,6,1972,732,1790,2522,223.75,2
160000,6,1962,1116,1116,2232,223.2,2
139900,5,1960,978,1422,2400,237.0,1
153000,6,1955,1156,1520,2676,217.14285714285714,1
135000,5,1969,1040,2080,3120,231.11111111111111,2
168500,6,1964,1248,1350,2598,225.0,2
124000,5,1880,636,1750,2386,218.75,1
209500,8,2006,1554,1554,3108,259.0,2
82500,7,1977,1386,1411,2797,235.16666666666666,2
139400,5,1954,1056,1056,2112,176.0,1
144000,6,1980,1056,1056,2112,264.0,2
200000,6,1914,1440,3395,4835,242.5,0
60000,2,1936,264,800,1064,200.0,0
93000,5,1954,811,1387,2198,198.14285714285714,1
85000,5,1910,796,796,1592,199.0,0
264561,8,2006,1520,1567,3087,223.85714285714286,3
274000,8,2003,1518,1518,3036,253.0,2
226000,7,2001,1057,1929,2986,275.57142857142856,2
345000,8,1972,1952,2704,4656,300.44444444444446,2
152000,5,1969,780,1620,2400,231.42857142857142,2
370878,9,2009,1766,1766,3532,252.28571428571428,3
143250,6,1971,981,981,1962,196.2,2
98300,5,1950,0,1048,1048,149.71428571428572,2
155000,6,1953,1094,1094,2188,218.8,2
155000,6,1966,756,1839,2595,262.7142857142857,2
84500,4,1970,630,630,1260,210.0,0
205950,7,2007,813,1665,2478,237.85714285714286,2
108000,4,1940,755,1510,2265,215.71428571428572,1
191000,7,1996,880,1716,2596,245.14285714285714,2
135000,6,1906,756,1469,2225,209.85714285714286,1
350000,8,1995,2109,2113,4222,301.85714285714283,3
88000,6,1971,525,1092,1617,182.0,1
145500,5,1959,1053,1053,2106,210.6,1
149000,7,1931,776,1502,2278,250.33333333333334,1
97500,6,1948,912,1458,2370,243.0,1
167000,5,1964,1486,1486,2972,212.28571428571428,2
197900,7,1976,793,1935,2728,276.42857142857144,2
402000,8,1994,1629,2448,4077,306.0,3
110000,6,1968,1392,1392,2784,278.4,2
137500,4,1972,1138,1181,2319,196.83333333333334,2
423000,8,2005,2077,2097,4174,262.125,3
230500,8,2000,1406,1936,3342,276.57142857142856,2
129000,6,1965,1021,2380,3401,340.0,2
193500,6,1994,1408,1679,3087,239.85714285714286,2
168000,5,1956,1188,1437,2625,239.5,2
137500,4,1922,700,1180,1880,236.0,1
173500,6,2005,738,1476,2214,210.85714285714286,2
103600,6,1925,672,1369,2041,228.16666666666666,1
165000,6,1977,1208,1208,2416,201.33333333333334,2
257500,6,1957,1477,1839,3316,262.7142857142857,2
140000,6,1965,1136,1136,2272,227.2,1
148500,6,1978,855,1441,2296,205.85714285714286,2
87000,4,1900,1095,1774,2869,221.75,3
109500,5,1924,768,792,1560,158.4,1
372500,8,2008,2046,2046,4092,292.2857142857143,3
128500,5,1961,988,988,1976,197.6,2
143000,6,1980,923,923,1846,184.6,1
159434,5,1932,793,1520,2313,253.33333333333334,1
173000,6,1996,1291,1291,2582,215.16666666666666,2
285000,9,2002,1626,1668,3294,238.28571428571428,3
221000,7,1998,1195,1839,3034,262.7142857142857,2
207500,7,1984,1190,2090,3280,348.3333333333333,2
227875,7,2007,874,1761,2635,251.57142857142858,2
148800,7,2004,551,1102,1653,275.5,2
392000,8,2007,1419,1419,2838,202.71428571428572,2
194700,6,2005,1362,1362,2724,227.0,2
141000,6,2004,848,848,1696,282.6666666666667,2
755000,10,1994,2444,4316,6760,431.6,3
335000,7,1989,1210,2519,3729,279.8888888888889,2
108480,5,1921,1073,1073,2146,268.25,1
141500,5,1936,927,1539,2466,307.8,2
176000,6,1987,1112,1137,2249,227.4,2
89000,5,1921,616,616,1232,154.0,1
123500,5,1952,980,1148,2128,191.33333333333334,1
138500,5,1965,894,894,1788,178.8,1
196000,7,2004,1391,1391,2782,278.2,2
312500,8,2002,1800,1800,3600,257.14285714285717,3
140000,7,1969,1164,1164,2328,194.0,2
361919,8,2006,1234,2576,3810,257.6,3
140000,5,1900,360,1812,2172,226.5,2
213000,7,2004,1473,1484,2957,212.0,2
55000,4,1930,0,1092,1092,156.0,0
302000,7,1971,1643,1824,3467,364.8,2
254000,8,2006,1324,1324,2648,220.66666666666666,2
179540,7,2007,728,1456,2184,182.0,2
109900,5,1966,876,904,1780,150.66666666666666,1
52000,3,1935,270,729,999,145.8,0
102776,4,1900,859,1178,2037,168.28571428571428,1
189000,8,1988,1228,1228,2456,245.6,2
129000,4,1970,960,960,1920,160.0,2
130500,6,1976,725,1479,2204,246.5,2
165000,6,1974,1064,1350,2414,192.85714285714286,2
159500,7,1890,718,2554,3272,319.25,2
157000,5,1973,1176,1178,2354,235.6,2
341000,7,1993,1311,2418,3729,268.6666666666667,3
128500,5,1969,971,971,1942,194.2,1
275000,8,1985,1742,1742,3484,348.4,2
143000,6,2004,848,848,1696,282.6666666666667,2
124500,4,1970,864,864,1728,172.8,2
135000,4,1954,941,1470,2411,210.0,1
320000,9,2007,1698,1698,3396,212.25,3
120500,4,1970,864,864,1728,172.8,2
222000,6,1988,880,1680,2560,336.0,2
194500,7,2007,1232,1232,2464,205.33333333333334,2
110000,5,1958,1584,1776,3360,197.33333333333334,3
103000,4,1925,780,1208,1988,241.6,2
236500,8,1995,1595,1616,3211,323.2,2
187500,7,2003,868,1146,2014,191.0,2
222500,7,1998,1153,2031,3184,253.875,2
131400,5,1961,864,1144,2008,190.66666666666666,1
108000,5,1968,948,948,1896,158.0,1
163000,7,1914,880,1768,2648,294.6666666666667,2
93500,3,1950,0,1040,1040,173.33333333333334,2
239900,8,2005,893,1801,2694,225.125,3
179000,5,1987,1200,1200,2400,240.0,0
190000,7,2004,864,1728,2592,246.85714285714286,2
132000,5,1910,264,1432,1696,204.57142857142858,2
142000,6,1961,912,912,1824,182.4,1
179000,7,2000,1349,1349,2698,224.83333333333334,2
175000,5,1963,520,1464,1984,244.0,2
180000,8,1993,1337,1337,2674,267.4,2
299800,8,1976,1142,2715,3857,246.8181818181818,2
236000,7,2000,952,2256,3208,282.0,2
265979,7,1880,1240,2640,3880,330.0,4
260400,7,1996,1720,1720,3440,245.71428571428572,2
98000,4,1945,0,1529,1529,169.88888888888889,1
96500,4,1910,576,1140,1716,162.85714285714286,0
162000,7,2003,660,1320,1980,220.0,2
217000,6,1997,1479,1494,2973,249.0,2
275500,8,2005,1030,2098,3128,262.25,3
156000,6,1969,1026,1026,2052,205.2,2
172500,6,1999,729,1471,2200,245.16666666666666,2
212000,8,2007,866,1768,2634,252.57142857142858,2
158900,6,1978,672,1386,2058,231.0,2
179400,7,1999,744,1501,2245,250.16666666666666,2
290000,8,1995,1318,2531,3849,281.22222222222223,3
127500,6,1959,864,864,1728,172.8,1
100000,5,1924,1145,1301,2446,260.2,2
215200,7,2009,756,1547,2303,221.0,2
337000,8,1999,1252,2365,3617,295.625,3
270000,8,1995,1494,1494,2988,249.0,2
264132,9,2008,1498,1506,3004,251.0,2
196500,7,1988,980,1714,2694,244.85714285714286,2
160000,6,1940,983,1750,2733,250.0,1
216837,7,2004,1860,1836,3696,229.5,2
538000,8,2003,1650,3279,4929,273.25,3
134900,5,1982,858,858,1716,171.6,2
102000,4,1951,836,1220,2056,203.33333333333334,2
107000,6,1976,1029,1117,2146,186.16666666666666,2
114500,5,1958,912,912,1824,182.4,1
395000,8,2006,1935,1973,3908,219.22222222222223,3
162000,6,1998,1204,1204,2408,240.8,2
221500,7,2005,1614,1614,3228,230.57142857142858,3
142500,5,1974,864,894,1758,178.8,2
144000,5,1977,0,2020,2020,202.0,2
135000,6,1977,975,1004,1979,251.0,2
176000,7,1995,1237,1253,2490,208.83333333333334,2
175900,6,1992,761,1603,2364,229.0,2
187100,7,2001,1413,1430,2843,238.33333333333334,2
165500,5,1978,1097,1110,2207,277.5,2
128000,6,1914,742,1484,2226,164.88888888888889,0
161500,6,1967,1372,1342,2714,191.71428571428572,2
139000,5,1915,686,1652,2338,236.0,1
233000,7,2004,956,2084,3040,260.5,2
107900,4,1954,901,901,1802,225.25,1
187500,6,1966,832,2087,2919,231.88888888888889,2
160200,7,2005,1145,1145,2290,229.0,2
146800,6,1976,1029,1062,2091,212.4,2
269790,7,1996,1117,2013,3130,251.625,2
225000,8,2007,1496,1496,2992,213.71428571428572,2
194500,7,1994,712,1895,2607,270.7142857142857,2
171000,6,1980,650,1564,2214,223.42857142857142,2
143500,6,1977,660,1285,1945,183.57142857142858,2
110000,5,1953,773,773,1546,193.25,1
485000,9,2008,1926,3140,5066,285.45454545454544,3
175000,5,1937,731,1768,2499,252.57142857142858,1
200000,6,1997,616,1688,2304,211.0,2
109900,4,1916,1196,1196,2392,239.2,2
189000,7,2005,728,1456,2184,208.0,2
582933,9,2008,1734,2822,4556,235.16666666666666,3
118000,5,1954,936,1128,2064,225.6,1
227680,7,2008,1417,1428,2845,238.0,2
135500,5,1967,980,980,1960,163.33333333333334,1
223500,5,1923,1324,1576,2900,262.6666666666667,2
159950,5,1966,1024,1086,2110,181.0,2
106000,5,1898,849,2138,2987,194.36363636363637,2
181000,6,1974,1040,1309,2349,261.8,2
144500,6,2004,848,848,1696,212.0,2
55993,5,1952,540,1044,1584,261.0,2
157900,6,1958,1442,1442,2884,206.0,1
116000,5,1918,686,1250,1936,178.57142857142858,1
224900,7,1998,1649,1661,3310,276.8333333333333,2
137000,5,1954,1008,1008,2016,252.0,1
271000,8,2002,1568,1689,3257,241.28571428571428,3
155000,6,1971,1010,1052,2062,175.33333333333334,2
224000,7,2009,1358,1358,2716,226.33333333333334,2
183000,7,2003,798,1640,2438,273.3333333333333,2
93000,4,1953,936,936,1872,234.0,2
225000,7,2003,847,1733,2580,247.57142857142858,2
139500,6,1940,778,1489,2267,212.71428571428572,1
232600,8,2006,1489,1489,2978,212.71428571428572,2
385000,10,2007,2078,2084,4162,297.7142857142857,3
109500,5,1924,784,784,1568,156.8,0
189000,7,2001,1454,1434,2888,239.0,2
185000,5,1967,1013,2126,3139,303.7142857142857,2
147400,7,2005,600,1223,1823,305.75,2
166000,6,1957,1392,1392,2784,232.0,2
151000,7,2005,600,1200,1800,300.0,2
237000,7,2003,941,1829,2770,261.2857142857143,2
167000,6,1964,1516,1516,3032,252.66666666666666,2
139950,5,1961,1144,1144,2288,190.66666666666666,2
128000,4,1950,1067,1067,2134,266.75,2
153500,5,1948,1559,1559,3118,311.8,2
100000,6,1973,483,987,1470,197.4,1
144000,5,1995,1099,1099,2198,183.16666666666666,1
130500,5,1946,768,1200,1968,200.0,1
140000,6,1925,672,1482,2154,211.71428571428572,1
157500,5,1904,650,1539,2189,192.375,2
174900,6,1966,1127,1165,2292,194.16666666666666,2
141000,5,1961,1800,1800,3600,180.0,0
153900,5,1915,876,1416,2292,202.28571428571428,3
171000,5,1975,1390,1701,3091,283.5,2
213000,7,1993,740,1775,2515,253.57142857142858,2
133500,5,1972,864,864,1728,172.8,1
240000,6,1908,907,2358,3265,235.8,2
187000,6,1976,528,1855,2383,265.0,2
131500,6,2003,848,848,1696,282.6666666666667,2
215000,8,2003,1273,1456,2729,208.0,2
164000,7,1941,918,1646,2564,235.14285714285714,1
158000,6,1964,1127,1445,2572,206.42857142857142,2
170000,5,1955,1763,1779,3542,296.5,2
127000,5,1962,1040,1040,2080,173.33333333333334,1
147000,6,1978,940,1026,1966,205.2,2
174000,6,1994,702,1481,2183,246.83333333333334,2
152000,7,1976,1090,1370,2460,228.33333333333334,2
250000,6,1968,1054,2654,3708,294.8888888888889,2
189950,7,1918,912,1426,2338,203.71428571428572,1
131500,5,1965,1039,1039,2078,173.16666666666666,2
152000,6,1984,1040,1097,2137,182.83333333333334,2
132500,5,1959,1148,1148,2296,191.33333333333334,1
250580,7,2007,1372,1372,2744,228.66666666666666,2
148500,5,1970,1002,1002,2004,200.4,2
248900,8,2006,1638,1646,3284,274.3333333333333,3
129000,4,1961,1040,1120,2160,224.0,2
169000,5,1948,0,2320,2320,331.42857142857144,2
236000,7,1993,1050,1949,2999,243.625,2
109500,5,1962,894,894,1788,178.8,1
200500,6,1998,804,1682,2486,240.28571428571428,2
116000,5,1953,105,910,1015,182.0,2
133000,5,1949,832,1268,2100,211.33333333333334,1
66500,5,1941,676,1131,1807,226.2,1
303477,8,2007,1184,2610,3794,237.27272727272728,2
132250,4,1963,1064,1040,2104,208.0,2
350000,9,2004,1462,2224,3686,222.4,3
148000,5,1961,1109,1155,2264,192.5,2
136500,5,1978,864,864,1728,144.0,1
157000,5,2005,1090,1090,2180,218.0,2
187500,7,1990,1156,1717,2873,245.28571428571428,2
178000,6,1992,808,1593,2401,227.57142857142858,2
118500,4,1912,795,2230,3025,223.0,1
100000,5,1967,892,892,1784,178.4,1
328900,9,1999,1698,1709,3407,341.8,2
145000,5,1959,1626,1712,3338,214.0,2
135500,5,1955,816,1393,2209,174.125,1
268000,8,1970,2217,2217,4434,277.125,2
149500,6,1953,1505,1505,3010,250.83333333333334,2
122900,5,1949,672,924,1596,154.0,2
172500,6,1978,918,1683,2601,240.42857142857142,2
154500,6,1963,1059,1068,2127,178.0,1
165000,5,1954,1383,1383,2766,230.5,1
118858,5,1979,0,1535,1535,191.875,2
140000,6,1963,780,1796,2576,224.5,2
106500,4,1936,951,951,1902,158.5,1
142953,5,1979,0,2240,2240,186.66666666666666,2
611657,9,2009,2330,2364,4694,214.9090909090909,3
135000,5,1961,912,1236,2148,206.0,1
110000,4,1971,858,858,1716,214.5,1
153000,5,1957,992,1306,2298,261.2,1
180000,7,2003,783,1509,2292,188.625,2
240000,7,2006,1670,1670,3340,238.57142857142858,3
125500,5,1967,876,902,1778,150.33333333333334,1
128000,5,1954,1056,1063,2119,177.16666666666666,1
255000,8,2006,1623,1636,3259,204.5,3
250000,7,1936,1017,2057,3074,342.8333333333333,1
131000,5,1983,864,902,1766,180.4,2
174000,6,2005,742,1484,2226,185.5,2
154300,5,1960,1105,2274,3379,189.5,2
143500,5,1977,1268,1268,2536,253.6,1
88000,5,1925,768,1015,1783,169.16666666666666,1
145000,5,1949,1001,2002,3003,250.25,3
173733,6,2009,612,1224,1836,306.0,2
75000,4,1970,546,1092,1638,182.0,1
35311,2,1949,480,480,960,120.0,1
135000,4,1956,1134,1229,2363,204.83333333333334,1
238000,7,1991,1104,2127,3231,265.875,3
176500,6,1958,1184,1414,2598,235.66666666666666,2
201000,6,1994,928,1721,2649,245.85714285714286,2
145900,5,1900,1272,2200,3472,244.44444444444446,0
169990,6,2005,1316,1316,2632,219.33333333333334,2
193000,6,1993,1604,1617,3221,323.4,2
207500,6,1980,1686,1686,3372,240.85714285714286,2
175000,5,1977,1126,1126,2252,187.66666666666666,2
285000,8,2003,1181,2374,3555,237.4,3
176000,7,1968,832,1978,2810,219.77777777777777,2
236500,8,2001,1753,1788,3541,255.42857142857142,2
222000,7,1997,964,2236,3200,279.5,2
201000,8,2007,1466,1466,2932,209.42857142857142,3
117500,5,1965,925,925,1850,185.0,1
320000,9,2006,1905,1905,3810,238.125,3
190000,7,2004,1500,1500,3000,250.0,2
242000,7,1960,585,2069,2654,229.88888888888889,2
79900,4,1926,600,747,1347,149.4,2
184900,7,2003,1176,1200,2376,240.0,2
253000,7,2005,1113,1971,3084,246.375,2
239799,7,2006,1391,1962,3353,280.2857142857143,3
244400,7,1940,1032,2403,3435,240.3,1
150900,6,1976,1728,1728,3456,216.0,2
214000,7,1999,992,2060,3052,257.5,2
150000,4,1977,1440,1440,2880,180.0,0
143000,5,1967,1632,1632,3264,204.0,2
137500,6,1958,819,1344,2163,192.0,2
124900,5,1890,1088,1869,2957,267.0,2
143000,5,1959,1144,1144,2288,190.66666666666666,1
270000,8,2002,1616,1629,3245,181.0,3
192500,7,2002,936,1776,2712,253.71428571428572,2
197500,6,1972,1161,1381,2542,276.2,2
129000,5,1950,864,864,1728,172.8,2
119900,5,1965,828,965,1793,160.83333333333334,1
133900,5,1972,768,768,1536,153.6,1
172000,5,1969,784,1968,2752,281.14285714285717,2
127500,6,1975,945,980,1925,245.0,0
145000,6,1946,979,1958,2937,244.75,2
124000,6,1980,561,1229,1790,245.8,2
132000,5,1962,1057,1057,2114,176.16666666666666,2
185000,7,2003,1337,1337,2674,222.83333333333334,2
155000,7,1999,696,1416,2112,236.0,2
116500,5,1958,858,858,1716,214.5,0
272000,6,1977,1330,2872,4202,261.09090909090907,2
155000,6,1976,804,1548,2352,221.14285714285714,2
239000,9,2007,1800,1800,3600,257.14285714285717,2
214900,7,2002,817,1894,2711,236.75,2
178900,6,2005,783,1484,2267,185.5,2
160000,5,1940,728,1308,2036,186.85714285714286,1
135000,5,1955,1098,1098,2196,183.0,1
37900,3,1910,600,968,1568,161.33333333333334,0
140000,6,1958,588,1095,1683,182.5,1
135000,4,1949,720,1192,1912,198.66666666666666,0
173000,7,2003,764,1626,2390,271.0,2
99500,6,1979,918,918,1836,183.6,1
